,App,Freq,Dev,real,Total_Acumulada,A15_Acumulada,A7_Acumulada,GPU_Acumulada,MEM_Acumulada
16,3DCONV,0.35,GPU,1.9765000000000001,3.492427766666667,1.0657066000000002,0.128928,0.11917113333333335,0.20212203333333337
17,3DCONV,0.42,GPU,1.9494333333333336,3.4452571333333335,1.0739162999999998,0.12827326666666664,0.09505839999999996,0.1985758333333333
18,3DCONV,0.48,GPU,1.9317333333333329,3.430457133333333,1.0338618000000002,0.12744106666666663,0.13940523333333324,0.1980157
19,3DCONV,0.543,GPU,1.9022000000000003,3.4463801666666667,1.0557334,0.1285653333333333,0.15461963333333334,0.20526180000000005
20,3DCONV,0.6,GPU,1.870666666666667,3.4130402,1.0441968666666668,0.1292906666666666,0.16250813333333328,0.20637786666666666
21,3MM,0.177,GPU,2.8290999999999995,5.405834433333333,0.6092705333333333,0.1800713333333334,1.505524333333334,0.28186823333333333
22,3MM,0.266,GPU,2.0341333333333322,4.273528566666666,0.42179373333333336,0.12225493333333325,1.4932703333333335,0.20207623333333333
23,3MM,0.35,GPU,1.658933333333333,4.315084066666666,0.42632269999999994,0.12243626666666671,1.8990313333333328,0.20836043333333337
24,3MM,0.42,GPU,1.4687333333333332,4.484871033333333,0.41187779999999996,0.12189226666666672,2.26708,0.2152876333333333
25,3MM,0.48,GPU,1.2986333333333329,4.628276033333333,0.4140982666666666,0.12178886666666669,2.5731553333333332,0.2206002333333333
26,3MM,0.543,GPU,1.1965666666666666,4.887971966666667,0.43147443333333324,0.12232746666666669,2.9084243333333335,0.22917906666666665
27,3MM,0.6,GPU,1.1683666666666666,5.031494499999999,0.4299476333333334,0.1218044666666667,3.084085,0.2272907333333333
28,ATAX,0.177,GPU,1.7726000000000002,3.318714466666667,0.7448775666666667,0.1252984,0.41928543333333346,0.25665306666666665
29,ATAX,0.266,GPU,1.5260333333333334,3.1959652333333333,0.7523625666666666,0.12432213333333335,0.5129298000000001,0.28031740000000005
30,ATAX,0.35,GPU,1.3665666666666672,3.2810404333333336,0.7394223333333334,0.1275099,0.7038528666666667,0.3436886666666666
31,ATAX,0.42,GPU,1.3504333333333336,3.528132933333334,0.7668628999999999,0.12509153333333334,0.9232928666666669,0.36245230000000006
32,ATAX,0.48,GPU,1.2743333333333335,3.5128337333333333,0.7345376333333336,0.12485853333333337,0.9791907333333333,0.3999135
33,ATAX,0.543,GPU,1.242566666666667,3.5702207333333336,0.7813850999999999,0.12487400000000001,1.0366035,0.38479146666666664
34,ATAX,0.6,GPU,1.2480333333333333,3.6163820666666666,0.7975961999999996,0.12478236666666666,1.0537961666666669,0.3921740000000001
35,BICG,0.177,GPU,1.748233333333333,3.2937890666666663,0.7384877333333332,0.12385066666666665,0.42400516666666666,0.2592121666666667
36,BICG,0.266,GPU,1.528433333333333,3.210111333333333,0.7231089999999999,0.12385066666666668,0.5428128999999999,0.2919054333333334
37,BICG,0.35,GPU,1.3693333333333333,3.4014078333333337,0.7278293666666665,0.12301653333333334,0.8308909666666668,0.35033763333333334
38,BICG,0.42,GPU,1.3544333333333334,3.4359417666666667,0.7566069999999999,0.12442919999999998,0.8410921000000002,0.3593801333333334
39,BICG,0.48,GPU,1.2589,3.4690537333333333,0.7882463333333333,0.12482986666666664,0.9223130333333331,0.37476450000000006
40,BICG,0.543,GPU,1.2461333333333335,3.496937766666667,0.7540488,0.12424406666666667,0.9782001333333331,0.3943114333333334
41,BICG,0.6,GPU,1.2484333333333333,3.6115646333333333,0.7970650666666664,0.12490240000000001,1.0506543666666668,0.39050946666666664
42,CORR,0.177,GPU,601.6137,1114.1448833333334,114.18533333333332,36.541316666666674,199.46190000000004,162.3426333333333
43,CORR,0.266,GPU,420.1533,866.8395366666667,82.92527666666666,25.620893333333335,193.88240000000002,144.2576666666667
44,CORR,0.35,GPU,340.70166666666665,764.8468,66.46272666666668,21.01884,201.13076666666666,135.53279999999998
45,CORR,0.42,GPU,294.46786666666674,704.3716700000001,57.116566666666664,18.21737,205.3201666666667,129.2497
46,CORR,0.48,GPU,271.3699333333333,680.7064966666666,53.00109666666667,16.8384,213.3791333333333,126.11793333333334
47,CORR,0.543,GPU,250.21563333333333,659.03374,49.47565333333333,15.709386666666665,220.75269999999998,122.88036666666667
48,CORR,0.6,GPU,236.39529999999996,647.0045933333333,46.659866666666666,14.866159999999999,228.40830000000005,120.67496666666669
49,COVAR,0.177,GPU,603.5255000000001,1119.4822633333333,115.87116666666667,36.65149666666667,199.82716666666667,163.60693333333333
50,COVAR,0.266,GPU,421.2527,867.9504766666666,81.18164666666665,25.722929999999998,194.49043333333333,145.30276666666668
51,COVAR,0.35,GPU,339.6009333333334,763.3401600000001,65.78430333333333,20.959456666666664,200.57233333333338,136.42313333333334
52,COVAR,0.42,GPU,298.0548333333333,712.1219966666667,57.63357999999999,18.401850000000007,207.48213333333334,130.54960000000003
53,COVAR,0.48,GPU,267.68306666666666,673.2658933333333,52.33085000000001,16.654976666666663,210.9615333333333,125.63546666666667
54,COVAR,0.543,GPU,248.96173333333337,657.8606866666667,50.13048666666667,15.602233333333334,219.74356666666668,123.42266666666666
55,COVAR,0.6,GPU,239.54840000000002,655.0454433333334,47.211236666666665,15.055240000000003,231.02263333333335,122.20793333333334
56,FDTD-2D,0.177,GPU,75.13953333333332,145.96394299999997,14.95343,4.589582999999999,37.76637666666667,13.515019999999996
57,FDTD-2D,0.266,GPU,51.71653333333334,114.43806800000002,10.688183333333335,3.189824666666667,37.43837333333333,11.405153333333338
58,FDTD-2D,0.35,GPU,40.34756666666667,99.82539266666666,8.452283333333332,2.538912666666667,38.09383,10.392799999999998
59,FDTD-2D,0.42,GPU,34.35923333333333,91.85020400000002,7.322473333333333,2.171473333333333,38.29537000000001,9.701654000000001
60,FDTD-2D,0.48,GPU,30.770800000000005,86.55524000000001,6.550671,1.9378106666666666,38.11442333333334,9.181534999999998
61,FDTD-2D,0.543,GPU,28.031000000000002,83.317303,6.0824789999999975,1.771556333333333,38.58146333333333,8.850804333333333
62,FDTD-2D,0.6,GPU,25.855300000000003,80.68900000000002,5.546777666666666,1.6337586666666664,39.05506000000001,8.598103666666667
63,GEMM,0.177,GPU,1.1577666666666666,2.922278133333333,0.4164657,0.11971626666666658,1.0468077,0.18152180000000004
64,GEMM,0.266,GPU,0.8561,1.9762642333333331,0.22489776666666675,0.059948799999999955,0.7341472,0.10117046666666668
65,GEMM,0.35,GPU,0.7548666666666667,2.0523636,0.2581306666666667,0.060529066666666666,0.8766874666666666,0.10214973333333337
66,GEMM,0.42,GPU,0.6541333333333333,2.0050161333333336,0.3420955666666667,0.061806066666666694,0.8462767333333333,0.10070443333333336
67,GEMM,0.48,GPU,0.6555000000000001,1.9988944333333332,0.33394490000000004,0.061580800000000005,0.8456359333333332,0.10223279999999998
68,GEMM,0.543,GPU,0.5805333333333335,1.9036288000000003,0.4017135666666666,0.0635392,0.7555551666666668,0.10228753333333335
69,GEMM,0.6,GPU,0.5541000000000001,1.7693911999999998,0.40858420000000006,0.06295893333333336,0.6440559666666665,0.09969210000000002
70,GESUMMV,0.177,GPU,3.1029666666666667,6.472073233333333,1.3579946666666667,0.24851399999999996,0.9937149666666667,0.7688829333333334
71,GESUMMV,0.266,GPU,2.6086666666666667,5.3504967,1.0435235999999999,0.1877888,0.8864171333333333,0.6241004999999998
72,GESUMMV,0.35,GPU,2.3929000000000005,5.427782433333333,1.0314613666666665,0.1889130666666667,1.1195926,0.6949153999999997
73,GESUMMV,0.42,GPU,2.2655666666666665,5.583010233333333,1.0455672666666667,0.18892486666666666,1.3242638666666666,0.7586875666666668
74,GESUMMV,0.48,GPU,2.2137000000000002,5.729216433333335,1.053540366666667,0.1888768,1.4933911333333332,0.7797081333333334
75,GESUMMV,0.543,GPU,2.161166666666667,5.8043193,1.0480096,0.18974719999999998,1.584119,0.8212768333333335
76,GESUMMV,0.6,GPU,2.120333333333334,5.879950566666667,1.0820927333333334,0.18833280000000005,1.7017398666666668,0.7874518333333334
77,GRAMSCHM,0.177,GPU,126.43749999999997,230.9031953333333,25.49907,7.684162,46.638543333333324,24.643919999999994
78,GRAMSCHM,0.266,GPU,82.53003333333331,167.88848899999996,16.989213333333332,5.048112333333333,43.63248666666666,19.688643333333335
79,GRAMSCHM,0.35,GPU,62.53889999999999,138.716806,13.329243333333332,3.8706093333333333,42.203213333333345,16.774839999999998
80,GRAMSCHM,0.42,GPU,53.387766666666685,125.03462633333336,11.53215333333333,3.321746333333334,41.81656000000001,14.976399999999996
81,GRAMSCHM,0.48,GPU,48.40069999999999,118.07372133333334,10.674796666666667,3.025538,41.911383333333326,14.061303333333335
82,GRAMSCHM,0.543,GPU,44.61196666666667,113.51459033333333,9.894817000000002,2.800326666666666,42.70082666666667,13.506653333333333
83,GRAMSCHM,0.6,GPU,41.83723333333332,109.98750533333333,9.237105000000001,2.6251803333333332,43.259276666666665,13.028709999999998
84,MVT,0.177,GPU,2.459,4.8288956333333335,1.0947983333333333,0.18674073333333335,0.5958562333333332,0.4925003333333332
85,MVT,0.266,GPU,2.047533333333333,4.1846076,0.9688558000000003,0.15538553333333338,0.5923981333333334,0.4204348
86,MVT,0.35,GPU,1.8406333333333333,3.662797566666667,0.904193,0.12791253333333333,0.46562080000000006,0.3244379
87,MVT,0.42,GPU,1.7707666666666664,3.7602264333333326,0.8536953333333331,0.12682453333333332,0.6160333,0.39290659999999994
88,MVT,0.48,GPU,1.7598333333333336,3.921251100000001,0.9085892666666667,0.131209,0.6906340000000001,0.4309855
89,MVT,0.543,GPU,1.7462999999999995,3.7686956999999994,0.9153884999999998,0.12835953333333336,0.6039015999999999,0.3747460666666667
90,MVT,0.6,GPU,1.6942666666666668,3.8236454999999996,0.8811107666666668,0.12838399999999997,0.7110994666666667,0.4087845999999999
91,SYR2K,0.177,GPU,398.0917666666666,778.6985166666666,76.56617333333335,24.248910000000002,172.21336666666667,107.5783
92,SYR2K,0.266,GPU,270.4916666666667,601.5144866666667,52.03161,16.55009,165.69333333333336,96.74778666666666
93,SYR2K,0.35,GPU,206.19600000000005,512.6415000000001,40.69138,12.794953333333334,163.89356666666666,89.06559999999999
94,SYR2K,0.42,GPU,173.15176666666665,466.3926533333333,33.903333333333336,10.779273333333332,163.56216666666666,84.99611333333334
95,SYR2K,0.48,GPU,154.73889999999997,442.77275499999996,30.425923333333333,9.692218333333333,165.65740000000002,82.25831333333333
96,SYR2K,0.543,GPU,137.66986666666668,419.379183,27.40905333333333,8.657499666666665,165.93973333333335,79.70303
97,SYR2K,0.6,GPU,128.77649999999997,411.2070746666667,25.508039999999998,8.142381333333331,170.31993333333335,78.46022
98,SYRK,0.177,GPU,6.566100000000001,12.535885700000001,1.3878586666666666,0.4199716666666665,3.585275,0.5766803666666668
99,SYRK,0.266,GPU,4.6077666666666675,10.280739166666667,1.0087052666666667,0.3071387,3.8484396666666667,0.5086888666666667
100,SYRK,0.35,GPU,3.5603999999999996,8.988295366666666,0.8213626666666667,0.24233386666666676,3.980579999999999,0.38361883333333324
101,SYRK,0.42,GPU,5.3995000000000015,15.154718333333335,1.1884165666666668,0.3595439333333334,6.423498999999999,1.7837588333333338
102,SYRK,0.48,GPU,4.259,12.6622923,0.9486771,0.28329059999999995,5.809981666666667,1.3613429333333331
103,SYRK,0.543,GPU,3.9156999999999993,12.854387066666666,0.9377049666666667,0.27454873333333335,6.295187666666666,1.4312457000000003
104,SYRK,0.6,GPU,3.1523999999999996,11.2342871,0.7811976666666669,0.23106126666666674,5.971486333333332,1.0981418333333333
